"page_id","phrase_id","source_lane","pageKind","relationship_id","source_kind","source_id","target_kind","target_id","relation_type","display_label","reason","sort_order","generated_relation_source_path","source_path","proposed_target_page_id","proposed_relation_type","proposed_display_label","proposed_reason","review_status","import_approval","approved_by","approved_at"
"viet-phrase-vpe-have-item-co-so-tay-khong","vpe-have-item-co-so-tay-khong","practice-expansion","phrase","relation:8812aff861eab347","phrase_page","viet-phrase-vpe-have-item-co-so-tay-khong","phrase_page","viet-phrase-vpe-buy-item-toi-muon-mua-anh-the","see_also","When to use it","Authored When to use it row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-so-tay-khong","vpe-have-item-co-so-tay-khong","practice-expansion","phrase","relation:efbc09a4c2bab4f8","phrase_page","viet-phrase-vpe-have-item-co-so-tay-khong","phrase_page","viet-phrase-vpe-have-item-co-luoc-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-so-tay-khong","vpe-have-item-co-so-tay-khong","practice-expansion","phrase","relation:13539721e36c1d6c","phrase_page","viet-phrase-vpe-have-item-co-so-tay-khong","phrase_page","viet-phrase-vpe-buy-item-toi-muon-mua-ao-mua","see_also","When to use it","Authored When to use it row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-so-tay-khong","vpe-have-item-co-so-tay-khong","practice-expansion","phrase","relation:38b2ef44c337c191","phrase_page","viet-phrase-vpe-have-item-co-so-tay-khong","phrase_page","viet-phrase-vpe-have-item-co-pin-aa-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-so-tay-khong","vpe-have-item-co-so-tay-khong","practice-expansion","phrase","relation:7180faf0e712377b","phrase_page","viet-phrase-vpe-have-item-co-so-tay-khong","phrase_page","viet-phrase-vpe-have-item-co-dich-vu-giat-nhanh-khong","see_also","Practice the contrast","Authored Practice the contrast row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-so-tay-khong","vpe-have-item-co-so-tay-khong","practice-expansion","phrase","relation:3b3e76276a3fba25","phrase_page","viet-phrase-vpe-have-item-co-so-tay-khong","phrase_page","viet-phrase-vpe-have-item-co-do-giat-khong","see_also","Practice the contrast","Authored Practice the contrast row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-so-tay-khong","vpe-have-item-co-so-tay-khong","practice-expansion","phrase","relation:c7d9118d574ad9a3","phrase_page","viet-phrase-vpe-have-item-co-so-tay-khong","phrase_page","viet-phrase-vpe-have-item-co-anh-the-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-so-tay-khong","vpe-have-item-co-so-tay-khong","practice-expansion","phrase","relation:e393bf29b76d9981","phrase_page","viet-phrase-vpe-have-item-co-so-tay-khong","phrase_page","viet-phrase-vpe-buy-item-toi-muon-mua-ao-thun","see_also","When to use it","Authored When to use it row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-so-tay-khong","vpe-have-item-co-so-tay-khong","practice-expansion","phrase","relation:ccd8952239a14d73","phrase_page","viet-phrase-vpe-have-item-co-so-tay-khong","phrase_page","viet-phrase-vpe-have-item-co-ao-mua-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","3","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-so-tay-khong","vpe-have-item-co-so-tay-khong","practice-expansion","phrase","relation:42fa0011c8114572","phrase_page","viet-phrase-vpe-have-item-co-so-tay-khong","phrase_page","viet-phrase-vpe-have-item-co-ao-thun-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","4","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-so-tay-khong","vpe-have-item-co-so-tay-khong","practice-expansion","phrase","relation:f9b4836bf31ed151","phrase_page","viet-phrase-vpe-have-item-co-so-tay-khong","phrase_page","viet-phrase-vpe-have-item-co-ba-lo-nho-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","5","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-dac-khong","vpe-have-item-co-sua-dac-khong","practice-expansion","phrase","relation:4fc607f46fb4d433","phrase_page","viet-phrase-vpe-have-item-co-sua-dac-khong","phrase_page","viet-phrase-vpe-have-item-co-sinh-to-xoai-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-dac-khong","vpe-have-item-co-sua-dac-khong","practice-expansion","phrase","relation:5104339a41264c20","phrase_page","viet-phrase-vpe-have-item-co-sua-dac-khong","phrase_page","viet-phrase-vpe-have-item-co-banh-mi-chay-khong","see_also","Practice the contrast","Authored Practice the contrast row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-dac-khong","vpe-have-item-co-sua-dac-khong","practice-expansion","phrase","relation:dc46f43fd680a8e3","phrase_page","viet-phrase-vpe-have-item-co-sua-dac-khong","phrase_page","viet-phrase-vpe-buy-item-toi-muon-mua-ban-cho-hai-nguoi","see_also","When to use it","Authored When to use it row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-dac-khong","vpe-have-item-co-sua-dac-khong","practice-expansion","phrase","relation:412d138498ea34f8","phrase_page","viet-phrase-vpe-have-item-co-sua-dac-khong","phrase_page","viet-phrase-vpe-have-item-co-sua-tuoi-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-dac-khong","vpe-have-item-co-sua-dac-khong","practice-expansion","phrase","relation:7c4d438ca1039e5b","phrase_page","viet-phrase-vpe-have-item-co-sua-dac-khong","phrase_page","viet-phrase-vpe-have-item-co-nuoc-dua-khong","see_also","Practice the contrast","Authored Practice the contrast row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-dac-khong","vpe-have-item-co-sua-dac-khong","practice-expansion","phrase","relation:aa098938fa2017e8","phrase_page","viet-phrase-vpe-have-item-co-sua-dac-khong","phrase_page","viet-phrase-vpe-buy-item-toi-muon-mua-ban-ngoai-troi","see_also","When to use it","Authored When to use it row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-dac-khong","vpe-have-item-co-sua-dac-khong","practice-expansion","phrase","relation:0aff9c91f1fabc8a","phrase_page","viet-phrase-vpe-have-item-co-sua-dac-khong","phrase_page","viet-phrase-vpe-have-item-co-pho-bo-khong","see_also","Practice the contrast","Authored Practice the contrast row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-dac-khong","vpe-have-item-co-sua-dac-khong","practice-expansion","phrase","relation:18fab431789c121a","phrase_page","viet-phrase-vpe-have-item-co-sua-dac-khong","phrase_page","viet-phrase-vpe-have-item-co-anh-the-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-dac-khong","vpe-have-item-co-sua-dac-khong","practice-expansion","phrase","relation:4f52239d91772516","phrase_page","viet-phrase-vpe-have-item-co-sua-dac-khong","phrase_page","viet-phrase-vpe-buy-item-toi-muon-mua-banh-mi-chay","see_also","When to use it","Authored When to use it row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-dac-khong","vpe-have-item-co-sua-dac-khong","practice-expansion","phrase","relation:86442fc2b6421dbb","phrase_page","viet-phrase-vpe-have-item-co-sua-dac-khong","phrase_page","viet-phrase-vpe-have-item-co-ao-mua-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","3","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-dac-khong","vpe-have-item-co-sua-dac-khong","practice-expansion","phrase","relation:ed4f29d0527e3eef","phrase_page","viet-phrase-vpe-have-item-co-sua-dac-khong","phrase_page","viet-phrase-vpe-have-item-co-ao-thun-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","4","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-dac-khong","vpe-have-item-co-sua-dac-khong","practice-expansion","phrase","relation:945f8b1d438cc244","phrase_page","viet-phrase-vpe-have-item-co-sua-dac-khong","phrase_page","viet-phrase-vpe-have-item-co-ba-lo-nho-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","5","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-tuoi-khong","vpe-have-item-co-sua-tuoi-khong","practice-expansion","phrase","relation:1207a3e295f78091","phrase_page","viet-phrase-vpe-have-item-co-sua-tuoi-khong","phrase_page","viet-phrase-vpe-buy-item-toi-muon-mua-ban-cho-hai-nguoi","see_also","When to use it","Authored When to use it row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-tuoi-khong","vpe-have-item-co-sua-tuoi-khong","practice-expansion","phrase","relation:7d1e4341eb0a956f","phrase_page","viet-phrase-vpe-have-item-co-sua-tuoi-khong","phrase_page","viet-phrase-vpe-have-item-co-banh-mi-chay-khong","see_also","Practice the contrast","Authored Practice the contrast row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-tuoi-khong","vpe-have-item-co-sua-tuoi-khong","practice-expansion","phrase","relation:adb533f1c701f70e","phrase_page","viet-phrase-vpe-have-item-co-sua-tuoi-khong","phrase_page","viet-phrase-vpe-have-item-co-pho-ga-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-tuoi-khong","vpe-have-item-co-sua-tuoi-khong","practice-expansion","phrase","relation:0383f6161bde791a","phrase_page","viet-phrase-vpe-have-item-co-sua-tuoi-khong","phrase_page","viet-phrase-vpe-buy-item-toi-muon-mua-ban-ngoai-troi","see_also","When to use it","Authored When to use it row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-tuoi-khong","vpe-have-item-co-sua-tuoi-khong","practice-expansion","phrase","relation:1d3a0e41890f46e0","phrase_page","viet-phrase-vpe-have-item-co-sua-tuoi-khong","phrase_page","viet-phrase-vpe-have-item-co-nuoc-dua-khong","see_also","Practice the contrast","Authored Practice the contrast row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-tuoi-khong","vpe-have-item-co-sua-tuoi-khong","practice-expansion","phrase","relation:a4b5f954b40801c7","phrase_page","viet-phrase-vpe-have-item-co-sua-tuoi-khong","phrase_page","viet-phrase-vpe-have-item-co-sinh-to-xoai-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-tuoi-khong","vpe-have-item-co-sua-tuoi-khong","practice-expansion","phrase","relation:5eff57a5c23b774d","phrase_page","viet-phrase-vpe-have-item-co-sua-tuoi-khong","phrase_page","viet-phrase-vpe-buy-item-toi-muon-mua-banh-mi-chay","see_also","When to use it","Authored When to use it row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-tuoi-khong","vpe-have-item-co-sua-tuoi-khong","practice-expansion","phrase","relation:7d39211cf7c3e5c1","phrase_page","viet-phrase-vpe-have-item-co-sua-tuoi-khong","phrase_page","viet-phrase-vpe-have-item-co-anh-the-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-tuoi-khong","vpe-have-item-co-sua-tuoi-khong","practice-expansion","phrase","relation:d9cd6a56b75e10c3","phrase_page","viet-phrase-vpe-have-item-co-sua-tuoi-khong","phrase_page","viet-phrase-vpe-have-item-co-pho-bo-khong","see_also","Practice the contrast","Authored Practice the contrast row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-tuoi-khong","vpe-have-item-co-sua-tuoi-khong","practice-expansion","phrase","relation:d8244515584ecada","phrase_page","viet-phrase-vpe-have-item-co-sua-tuoi-khong","phrase_page","viet-phrase-vpe-have-item-co-ao-mua-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","3","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-tuoi-khong","vpe-have-item-co-sua-tuoi-khong","practice-expansion","phrase","relation:48e2c9f8cf711037","phrase_page","viet-phrase-vpe-have-item-co-sua-tuoi-khong","phrase_page","viet-phrase-vpe-have-item-co-ao-thun-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","4","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-sua-tuoi-khong","vpe-have-item-co-sua-tuoi-khong","practice-expansion","phrase","relation:0fc97c7d667491a1","phrase_page","viet-phrase-vpe-have-item-co-sua-tuoi-khong","phrase_page","viet-phrase-vpe-have-item-co-ba-lo-nho-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","5","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tai-nghe-khong","vpe-have-item-co-tai-nghe-khong","practice-expansion","phrase","relation:4626ef874d8f432a","phrase_page","viet-phrase-vpe-have-item-co-tai-nghe-khong","phrase_page","viet-phrase-vpe-buy-item-toi-muon-mua-anh-the","see_also","When to use it","Authored When to use it row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tai-nghe-khong","vpe-have-item-co-tai-nghe-khong","practice-expansion","phrase","relation:4dd90e9ab665be1e","phrase_page","viet-phrase-vpe-have-item-co-tai-nghe-khong","phrase_page","viet-phrase-vpe-have-item-co-op-dien-thoai-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tai-nghe-khong","vpe-have-item-co-tai-nghe-khong","practice-expansion","phrase","relation:e0fe0f6c4669cf75","phrase_page","viet-phrase-vpe-have-item-co-tai-nghe-khong","phrase_page","viet-phrase-vpe-have-item-co-ba-lo-nho-khong","see_also","Practice the contrast","Authored Practice the contrast row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tai-nghe-khong","vpe-have-item-co-tai-nghe-khong","practice-expansion","phrase","relation:91d9a8a31c1a3eac","phrase_page","viet-phrase-vpe-have-item-co-tai-nghe-khong","phrase_page","viet-phrase-vpe-have-item-co-dep-le-khong","see_also","Practice the contrast","Authored Practice the contrast row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tai-nghe-khong","vpe-have-item-co-tai-nghe-khong","practice-expansion","phrase","relation:b3a236033306a109","phrase_page","viet-phrase-vpe-have-item-co-tai-nghe-khong","phrase_page","viet-phrase-vpe-have-item-co-vali-nho-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tai-nghe-khong","vpe-have-item-co-tai-nghe-khong","practice-expansion","phrase","relation:c0053c41ffc44246","phrase_page","viet-phrase-vpe-have-item-co-tai-nghe-khong","phrase_page","viet-phrase-vpe-buy-item-toi-muon-mua-ao-mua","see_also","When to use it","Authored When to use it row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tai-nghe-khong","vpe-have-item-co-tai-nghe-khong","practice-expansion","phrase","relation:1a5d12739194ba1a","phrase_page","viet-phrase-vpe-have-item-co-tai-nghe-khong","phrase_page","viet-phrase-vpe-buy-item-toi-muon-mua-ao-thun","see_also","When to use it","Authored When to use it row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tai-nghe-khong","vpe-have-item-co-tai-nghe-khong","practice-expansion","phrase","relation:7d427e28d574b1f1","phrase_page","viet-phrase-vpe-have-item-co-tai-nghe-khong","phrase_page","viet-phrase-vpe-have-item-co-kinh-ram-khong","see_also","Practice the contrast","Authored Practice the contrast row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tai-nghe-khong","vpe-have-item-co-tai-nghe-khong","practice-expansion","phrase","relation:f8ea9b3f7bedf0cf","phrase_page","viet-phrase-vpe-have-item-co-tai-nghe-khong","phrase_page","viet-phrase-vpe-have-item-co-anh-the-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","2","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tai-nghe-khong","vpe-have-item-co-tai-nghe-khong","practice-expansion","phrase","relation:b474df254a136c33","phrase_page","viet-phrase-vpe-have-item-co-tai-nghe-khong","phrase_page","viet-phrase-vpe-have-item-co-ao-mua-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","3","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tai-nghe-khong","vpe-have-item-co-tai-nghe-khong","practice-expansion","phrase","relation:c22efa68186ff12d","phrase_page","viet-phrase-vpe-have-item-co-tai-nghe-khong","phrase_page","viet-phrase-vpe-have-item-co-ao-thun-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","4","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tai-nghe-khong","vpe-have-item-co-tai-nghe-khong","practice-expansion","phrase","relation:f9cc223cd8d4e0b8","phrase_page","viet-phrase-vpe-have-item-co-tai-nghe-khong","phrase_page","viet-phrase-vpe-have-item-co-ban-chai-danh-rang-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","5","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-005.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tem-thu-khong","vpe-have-item-co-tem-thu-khong","practice-expansion","phrase","relation:7792e80acd45c963","phrase_page","viet-phrase-vpe-have-item-co-tem-thu-khong","phrase_page","viet-phrase-vpe-help-action-anh-chi-giup-toi-gui-buu-thiep-duoc-khong","see_also","When to use it","Authored When to use it row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tem-thu-khong","vpe-have-item-co-tem-thu-khong","practice-expansion","phrase","relation:91c0147de603a0d7","phrase_page","viet-phrase-vpe-have-item-co-tem-thu-khong","phrase_page","viet-phrase-vpe-have-item-co-but-bi-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tem-thu-khong","vpe-have-item-co-tem-thu-khong","practice-expansion","phrase","relation:dff437fcdbccdace","phrase_page","viet-phrase-vpe-have-item-co-tem-thu-khong","phrase_page","viet-phrase-vpe-have-item-co-ban-in-den-trang-khong","see_also","Practice the contrast","Authored Practice the contrast row links these phrase pages.","0","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tem-thu-khong","vpe-have-item-co-tem-thu-khong","practice-expansion","phrase","relation:2b3bf4d965f22967","phrase_page","viet-phrase-vpe-have-item-co-tem-thu-khong","phrase_page","viet-phrase-vpe-have-item-co-ban-in-mau-khong","see_also","Practice the contrast","Authored Practice the contrast row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tem-thu-khong","vpe-have-item-co-tem-thu-khong","practice-expansion","phrase","relation:3e18fc32348ac583","phrase_page","viet-phrase-vpe-have-item-co-tem-thu-khong","phrase_page","viet-phrase-vpe-help-action-anh-chi-giup-toi-in-ve-nay-duoc-khong","see_also","When to use it","Authored When to use it row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
"viet-phrase-vpe-have-item-co-tem-thu-khong","vpe-have-item-co-tem-thu-khong","practice-expansion","phrase","relation:83cf914c97dc8612","phrase_page","viet-phrase-vpe-have-item-co-tem-thu-khong","phrase_page","viet-phrase-vpe-have-item-co-phong-bi-khong","next_step_after","Explore next","Authored Explore next row links these phrase pages.","1","native-ios/Resources/viet-authored-listing-pages.json","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-006.json","","","","","not_started","","",""
